seconds,lat,lon,radius
0.0,1.6810981999999999,-64.68555289999999,6835810.98
20.0,2.9601694999999997,-64.70982169999999,6835603.2700000005
40.0,4.2393111999999995,-64.7339502,6835392.59
60.0,5.5185214,-64.7578783,6835179.0600000005
80.0,6.797797699999999,-64.7815452,6834962.8100000005
100.0,8.077138099999999,-64.8048889,6834743.98
120.0,9.3565401,-64.8278461,6834522.72
140.0,10.6360014,-64.8503521,6834299.17
160.0,11.915519699999999,-64.8723401,6834073.5
180.0,13.1950924,-64.8937411,6833845.87
200.0,14.4747171,-64.9144838,6833616.44
220.0,15.754391,-64.93449369999999,6833385.37
240.0,17.0341114,-64.9536933,6833152.86
260.0,18.313875499999998,-64.9720016,6832919.07
280.0,19.5936804,-64.9893333,6832684.21
300.0,20.873522899999998,-65.0055987,6832448.46
320.0,22.1533999,-65.0207028,6832212.0
340.0,23.433308099999998,-65.03454529999999,6831975.03
360.0,24.7132439,-65.0470193,6831737.75
380.0,25.993203599999998,-65.0580111,6831500.34
400.0,27.273183399999997,-65.067399,6831263.01
420.0,28.553179,-65.0750527,6831025.96
440.0,29.8331862,-65.0808323,6830789.4
460.0,31.1132003,-65.08458689999999,6830553.5200000005
480.0,32.3932164,-65.0861536,6830318.55
500.0,33.6732292,-65.08535599999999,6830084.69
520.0,34.9532331,-65.0820025,6829852.16
540.0,36.233222,-65.0758846,6829621.17
560.0,37.5131896,-65.0667745,6829391.95
580.0,38.7931289,-65.054423,6829164.71
600.0,40.0730323,-65.03855639999999,6828939.66
620.0,41.3528917,-65.0188733,6828717.03
640.0,42.632698,-64.9950411,6828497.0200000005
660.0,43.912441699999995,-64.96669109999999,6828279.84
680.0,45.1921118,-64.9334136,6828065.72
700.0,46.4716965,-64.8947522,6827854.86
720.0,47.751182899999996,-64.8501959,6827647.48
740.0,49.0305562,-64.7991713,6827443.8
760.0,50.3098003,-64.7410323,6827244.0200000005
780.0,51.588896999999996,-64.6750479,6827048.350000001
800.0,52.8678259,-64.6003875,6826857.01
820.0,54.1465636,-64.5161037,6826670.19
840.0,55.425083799999996,-64.42111,6826488.08
860.0,56.703356199999995,-64.3141551,6826310.890000001
880.0,57.9813459,-64.1937894,6826138.79
900.0,59.259012299999995,-64.0583242,6825971.97
920.0,60.536308299999995,-63.905780699999994,6825810.600000001
940.0,61.8131783,-63.733823900000004,6825654.850000001
960.0,63.0895563,-63.5396794,6825504.890000001
980.0,64.3653638,-63.32002499999999,6825360.88
1000.0,65.64050569999999,-63.070848,6825222.96
1020.0,66.91486669999999,-62.78725729999999,6825091.29
1040.0,68.1883045,-62.46322979999999,6824966.0
1060.0,69.4606423,-62.091264300000006,6824847.22
1080.0,70.73165689999999,-61.661901,6824735.09
1100.0,72.00106269999999,-61.16304289999999,6824629.73
1120.0,73.2684883,-60.578975299999996,6824531.24
1140.0,74.5334414,-59.888919599999994,6824439.73
1160.0,75.7952562,-59.0648415,6824355.32
1180.0,77.05300989999999,-58.0680335,6824278.08
1200.0,78.3053867,-56.84360659999999,6824208.11
1220.0,79.55044769999999,-55.31127649999999,6824145.49
1240.0,80.7852217,-53.3492871,6824090.29
1260.0,82.0049355,-50.7650203,6824042.57
1280.0,83.2014731,-47.23855689999999,6824002.390000001
1300.0,84.36005879999999,-42.209505199999995,6823969.79
1320.0,85.4515924,-34.648520099999985,6823944.8
1340.0,86.41430199999999,-22.66609299999999,6823927.47
1360.0,87.1161456,-3.5119154999999864,6823917.8100000005
1380.0,87.34177059999999,22.78428500000001,6823915.83
1400.0,86.9823965,47.82872609999998,6823921.54
1420.0,86.2005466,65.0349416,6823934.93
1440.0,85.1983436,75.72387170000002,6823955.99
1460.0,84.08678859999999,82.54514689999996,6823984.71
1480.0,82.9171834,87.1428578,6824021.05
1500.0,81.7140778,90.40392689999999,6824064.98
1520.0,80.4901817,92.8158535,6824116.45
1540.0,79.2525995,94.66055089999998,6824175.41
1560.0,78.005571,96.1098427,6824241.8
1580.0,76.7517676,97.27351149999998,6824315.55
1600.0,75.4929499,98.22461570000002,6824396.59
1620.0,74.230323,99.01349870000001,6824484.82
1640.0,72.96473809999999,99.67590359999997,6824580.140000001
1660.0,71.6968133,100.23786919999998,6824682.46
1680.0,70.4270076,100.71879360000003,6824791.66
1700.0,69.15566919999999,101.13341279999997,6824907.62
1720.0,67.883067,101.4931153,6825030.22
1740.0,66.6094117,101.8068379,6825159.3100000005
1760.0,65.3348711,102.08168949999998,6825294.7700000005
1780.0,64.05958009999999,102.32339400000001,6825436.45
1800.0,62.783649,102.5366113,6825584.21
1820.0,61.5071683,102.7251733,6825737.88
1840.0,60.230213299999996,102.89225920000001,6825897.3100000005
1860.0,58.9528472,103.04052919999998,6826062.32
1880.0,57.6751234,103.17222579999998,6826232.74
1900.0,56.3970874,103.28925290000001,6826408.4
1920.0,55.118778199999994,103.3932375,6826589.100000001
1940.0,53.8402296,103.48557799999998,6826774.65
1960.0,52.561470799999995,103.5674836,6826964.850000001
1980.0,51.282527599999995,103.64000499999997,6827159.51
2000.0,50.0034223,103.7040599,6827358.43
2020.0,48.724174999999995,103.7604533,6827561.4
2040.0,47.4448033,103.8098946,6827768.21
2060.0,46.165323,103.8530116,6827978.66
2080.0,44.885748199999995,103.89036190000002,6828192.53
2100.0,43.6060917,103.92244240000002,6828409.62
2120.0,42.3263649,103.94969789999999,6828629.71
2140.0,41.0465783,103.9725277,6828852.58
2160.0,39.7667413,103.99129119999998,6829078.0200000005
2180.0,38.486862699999996,104.00631340000001,6829305.8
2200.0,37.2069504,104.01788850000003,6829535.7
2220.0,35.9270117,104.02628419999996,6829767.5
2240.0,34.6470536,104.03174409999997,6830000.96
2260.0,33.3670824,104.03449119999999,6830235.87
2280.0,32.087104,104.03472970000001,6830471.99
2300.0,30.807123899999997,104.0326475,6830709.12
2320.0,29.527147399999997,104.02841749999999,6830947.04
2340.0,28.2471793,104.02219960000002,6831185.54
2360.0,26.9672242,104.01414199999999,6831424.390000001
2380.0,25.6872862,104.00438229999997,6831663.41
2400.0,24.4073697,103.99304849999999,6831902.36
2420.0,23.1274783,103.98026049999999,6832141.0600000005
2440.0,21.8476158,103.96613029999997,6832379.3
2460.0,20.567785699999998,103.95076319999998,6832616.88
2480.0,19.2879912,103.93425809999997,6832853.62
2500.0,18.0082356,103.91670879999998,6833089.33
2520.0,16.7285218,103.89820379999998,6833323.8100000005
2540.0,15.448852899999999,103.87882730000001,6833556.890000001
2560.0,14.169231499999999,103.85865969999998,6833788.4
2580.0,12.889660399999999,103.8377777,6834018.15
2600.0,11.6101422,103.8162547,6834245.98
2620.0,10.330679499999999,103.79416170000002,6834471.72
2640.0,9.0512745,103.77156709999997,6834695.22
2660.0,7.7719298,103.74853710000002,6834916.33
2680.0,6.4926476,103.72513609999999,6835134.88
2700.0,5.2134301999999995,103.70142720000001,6835350.74
2720.0,3.9342797,103.67747199999997,6835563.78
2740.0,2.6551983,103.65333120000003,6835773.850000001
2760.0,1.3761881999999999,103.62906470000001,6835980.84
2780.0,0.0972514,103.60473200000001,6836184.640000001
2800.0,-1.1816100999999999,103.5803922,6836385.13
2820.0,-2.4603941,103.55610439999998,6836582.21
2840.0,-3.7390988,103.531928,6836775.8
2860.0,-5.0177222,103.50792260000003,6836965.82
2880.0,-6.2962622999999995,103.48414869999999,6837152.2
2900.0,-7.574717199999999,103.46066769999999,6837334.88
2920.0,-8.8530853,103.43754189999999,6837513.8100000005
2940.0,-10.1313645,103.4148353,6837688.94
2960.0,-11.409553299999999,103.3926136,6837860.22
2980.0,-12.6876497,103.37094439999998,6838027.62
3000.0,-13.965651999999999,103.34989769999999,6838191.11
3020.0,-15.2435583,103.32954619999998,6838350.67
3040.0,-16.5213669,103.30996549999998,6838506.28
3060.0,-17.7990759,103.2912346,6838657.92
3080.0,-19.0766836,103.2734365,6838805.59
3100.0,-20.3541879,103.2566582,6838949.28
3120.0,-21.631587,103.2409917,6839089.0
3140.0,-22.9088787,103.22653430000003,6839224.73
3160.0,-24.1860611,103.213389,6839356.49
3180.0,-25.463131699999998,103.20166569999998,6839484.3
3200.0,-26.7400882,103.19148129999996,6839608.17
3220.0,-28.0169282,103.18296120000002,6839728.12
3240.0,-29.293648899999997,103.1762397,6839844.19
3260.0,-30.570247499999997,103.17146149999996,6839956.41
3280.0,-31.846721,103.16878220000001,6840064.82
