Epoch,BZ_GSM,BY_GSM,flow_speed,Pressure,E,AE_INDEX,SYM_H
2015-03-16 00:00:00,4.090000152587891,-2.3299999237060547,,99.98999786376953,,25.0,10.0
2015-03-16 00:01:00,3.990000009536743,-1.409999966621399,,99.98999786376953,,26.0,10.0
2015-03-16 00:02:00,5.019999980926514,-0.800000011920929,310.0,3.9200000762939453,-1.559999942779541,28.0,10.0
2015-03-16 00:03:00,3.880000114440918,-1.440000057220459,304.29998779296875,3.6700000762939453,-1.1799999475479126,31.0,11.0
2015-03-16 00:04:00,3.809999942779541,-2.4100000858306885,299.70001220703125,3.2300000190734863,-1.1399999856948853,32.0,11.0
2015-03-16 00:05:00,3.930000066757202,-2.0399999618530273,298.29998779296875,3.0799999237060547,-1.1699999570846558,34.0,13.0
2015-03-16 00:06:00,4.230000019073486,-1.8200000524520874,,99.98999786376953,,33.0,14.0
2015-03-16 00:07:00,2.9700000286102295,-2.2100000381469727,296.70001220703125,3.0199999809265137,-0.8799999952316284,32.0,15.0
2015-03-16 00:08:00,3.5299999713897705,-2.380000114440918,301.6000061035156,3.240000009536743,-1.059999942779541,44.0,15.0
2015-03-16 00:09:00,4.130000114440918,-2.3399999141693115,306.20001220703125,3.759999990463257,-1.2599999904632568,47.0,16.0
2015-03-16 00:10:00,4.699999809265137,-1.7300000190734863,302.8999938964844,4.150000095367432,-1.4199999570846558,43.0,16.0
2015-03-16 00:11:00,5.170000076293945,-1.9299999475479126,311.0,3.7200000286102295,-1.6100000143051147,41.0,15.0
2015-03-16 00:12:00,4.630000114440918,-2.119999885559082,310.1000061035156,3.6500000953674316,-1.440000057220459,43.0,15.0
2015-03-16 00:13:00,4.659999847412109,-2.2200000286102295,308.1000061035156,3.490000009536743,-1.440000057220459,42.0,15.0
2015-03-16 00:14:00,4.53000020980835,-1.940000057220459,,99.98999786376953,,38.0,15.0
2015-03-16 00:15:00,5.170000076293945,-2.380000114440918,308.3999938964844,3.740000009536743,-1.590000033378601,31.0,15.0
2015-03-16 00:16:00,4.699999809265137,-1.7100000381469727,308.3999938964844,3.740000009536743,-1.4500000476837158,29.0,15.0
2015-03-16 00:17:00,4.860000133514404,-3.130000114440918,308.79998779296875,3.799999952316284,-1.5,33.0,15.0
2015-03-16 00:18:00,5.449999809265137,-1.8899999856948853,314.1000061035156,4.409999847412109,-1.7100000381469727,33.0,15.0
2015-03-16 00:19:00,1.2699999809265137,-5.840000152587891,314.20001220703125,4.260000228881836,-0.4000000059604645,27.0,15.0
2015-03-16 00:20:00,3.6700000762939453,-2.869999885559082,313.20001220703125,4.829999923706055,-1.149999976158142,28.0,15.0
2015-03-16 00:21:00,2.5199999809265137,-2.950000047683716,310.0,4.199999809265137,-0.7799999713897705,33.0,15.0
2015-03-16 00:22:00,0.8999999761581421,-3.509999990463257,301.3999938964844,3.5899999141693115,-0.27000001072883606,32.0,15.0
2015-03-16 00:23:00,-3.9000000953674316,-6.210000038146973,300.3999938964844,3.990000009536743,1.1699999570846558,29.0,15.0
2015-03-16 00:24:00,-0.2199999988079071,-4.46999979019165,319.3999938964844,5.190000057220459,0.07000000029802322,29.0,15.0
2015-03-16 00:25:00,4.619999885559082,-4.619999885559082,315.0,4.989999771118164,-1.4600000381469727,31.0,14.0
2015-03-16 00:26:00,3.890000104904175,-6.28000020980835,315.70001220703125,4.989999771118164,-1.2300000190734863,33.0,14.0
2015-03-16 00:27:00,3.6700000762939453,-6.329999923706055,315.6000061035156,4.909999847412109,-1.159999966621399,34.0,13.0
2015-03-16 00:28:00,4.78000020980835,-5.170000076293945,316.0,4.670000076293945,-1.5099999904632568,34.0,13.0
2015-03-16 00:29:00,5.380000114440918,-2.109999895095825,311.8999938964844,3.859999895095825,-1.6799999475479126,30.0,13.0
2015-03-16 00:30:00,5.610000133514404,-2.0799999237060547,312.29998779296875,4.179999828338623,-1.75,24.0,13.0
2015-03-16 00:31:00,5.159999847412109,-5.429999828338623,312.20001220703125,4.159999847412109,-1.6100000143051147,27.0,13.0
2015-03-16 00:32:00,5.079999923706055,-5.28000020980835,315.1000061035156,4.570000171661377,-1.600000023841858,30.0,12.0
2015-03-16 00:33:00,5.519999980926514,-6.610000133514404,320.1000061035156,5.440000057220459,-1.7699999809265137,29.0,12.0
2015-03-16 00:34:00,4.75,-5.159999847412109,320.1000061035156,5.440000057220459,-1.5199999809265137,25.0,12.0
2015-03-16 00:35:00,5.389999866485596,-6.570000171661377,319.1000061035156,5.03000020980835,-1.7200000286102295,26.0,12.0
2015-03-16 00:36:00,6.28000020980835,-6.230000019073486,318.70001220703125,5.110000133514404,-2.0,26.0,12.0
2015-03-16 00:37:00,5.360000133514404,-3.609999895095825,318.5,5.159999847412109,-1.7100000381469727,24.0,12.0
2015-03-16 00:38:00,5.289999961853027,-5.579999923706055,,99.98999786376953,,24.0,13.0
2015-03-16 00:39:00,1.5700000524520874,-0.20999999344348907,316.8999938964844,5.050000190734863,-0.5,24.0,14.0
2015-03-16 00:40:00,5.889999866485596,-5.980000019073486,321.1000061035156,6.190000057220459,-1.8899999856948853,25.0,14.0
2015-03-16 00:41:00,2.319999933242798,-2.1500000953674316,323.3999938964844,6.829999923706055,-0.75,29.0,15.0
2015-03-16 00:42:00,2.700000047683716,-2.1500000953674316,314.6000061035156,4.800000190734863,-0.8500000238418579,33.0,16.0
2015-03-16 00:43:00,0.25999999046325684,0.23999999463558197,309.8999938964844,4.269999980926514,-0.07999999821186066,33.0,16.0
2015-03-16 00:44:00,1.7999999523162842,-1.3799999952316284,305.8999938964844,3.8299999237060547,-0.550000011920929,33.0,16.0
2015-03-16 00:45:00,0.20000000298023224,0.1599999964237213,314.5,4.630000114440918,-0.05999999865889549,32.0,16.0
2015-03-16 00:46:00,2.880000114440918,-1.7200000286102295,318.29998779296875,5.369999885559082,-0.9200000166893005,31.0,16.0
2015-03-16 00:47:00,2.609999895095825,-1.6799999475479126,325.8999938964844,6.920000076293945,-0.8500000238418579,31.0,16.0
2015-03-16 00:48:00,0.5799999833106995,0.03999999910593033,314.3999938964844,4.710000038146973,-0.18000000715255737,31.0,15.0
2015-03-16 00:49:00,1.909999966621399,-1.4800000190734863,314.3999938964844,4.710000038146973,-0.6000000238418579,30.0,15.0
2015-03-16 00:50:00,4.949999809265137,-4.139999866485596,316.79998779296875,5.170000076293945,-1.5700000524520874,28.0,14.0
2015-03-16 00:51:00,3.9800000190734863,-2.7100000381469727,320.20001220703125,6.159999847412109,-1.2699999809265137,26.0,15.0
2015-03-16 00:52:00,3.240000009536743,-2.880000114440918,321.0,6.170000076293945,-1.0399999618530273,26.0,14.0
2015-03-16 00:53:00,3.2300000190734863,-3.759999990463257,325.1000061035156,6.75,-1.0499999523162842,28.0,14.0
2015-03-16 00:54:00,3.690000057220459,-3.75,322.70001220703125,6.619999885559082,-1.190000057220459,29.0,14.0
2015-03-16 00:55:00,-0.8899999856948853,-0.23999999463558197,322.3999938964844,6.429999828338623,0.28999999165534973,29.0,14.0
2015-03-16 00:56:00,0.7099999785423279,0.029999999329447746,326.20001220703125,6.849999904632568,-0.23000000417232513,30.0,15.0
2015-03-16 00:57:00,3.140000104904175,-3.200000047683716,325.3999938964844,7.409999847412109,-1.0199999809265137,27.0,15.0
2015-03-16 00:58:00,-3.950000047683716,3.3499999046325684,327.70001220703125,6.829999923706055,1.2899999618530273,26.0,17.0
2015-03-16 00:59:00,-2.2699999809265137,1.5700000524520874,328.70001220703125,6.550000190734863,0.75,37.0,18.0
2015-03-16 01:00:00,-1.659999966621399,-1.159999966621399,324.8999938964844,7.119999885559082,0.5400000214576721,34.0,19.0
