seconds,lat,lon,radius
0.0,2.2136432999999998,-63.2560378,6835715.79
20.0,3.4927463999999997,-63.280266299999994,6835506.71
40.0,4.7719192,-63.304329499999994,6835294.71
60.0,6.0511595,-63.328167199999996,6835079.93
80.0,7.3304652,-63.351718000000005,6834862.48
100.0,8.6098339,-63.374919500000004,6834642.5200000005
120.0,9.8892633,-63.3977079,6834420.2
140.0,11.168751199999999,-63.420017599999994,6834195.66
160.0,12.4482951,-63.441780800000004,6833969.08
180.0,13.7278924,-63.46292779999999,6833740.600000001
200.0,15.0075407,-63.4833859,6833510.4
220.0,16.2872372,-63.5030795,6833278.640000001
240.0,17.566979099999998,-63.52192969999999,6833045.51
260.0,18.8467636,-63.53985359999999,6832811.18
280.0,20.1265876,-63.5567643,6832575.850000001
300.0,21.406447999999997,-63.57256989999999,6832339.71
320.0,22.6863417,-63.58717329999999,6832102.95
340.0,23.9662652,-63.60047159999999,6831865.75
360.0,25.2462148,-63.6123551,6831628.32
380.0,26.526186799999998,-63.6227068,6831390.84
400.0,27.806177299999998,-63.63140179999999,6831153.53
420.0,29.0861819,-63.638305900000006,6830916.58
440.0,30.3661963,-63.6432746,6830680.19
460.0,31.646215599999998,-63.646152400000005,6830444.59
480.0,32.926234799999996,-63.64677090000001,6830209.96
500.0,34.2062485,-63.644947599999995,6829976.54
520.0,35.4862509,-63.6404842,6829744.53
540.0,36.7662359,-63.6331644,6829514.16
560.0,38.046196699999996,-63.6227519,6829285.63
580.0,39.326126099999996,-63.608987600000006,6829059.18
600.0,40.606016499999996,-63.59158679999999,6828835.01
620.0,41.8858593,-63.57023559999999,6828613.33
640.0,43.1656452,-63.54458700000001,6828394.38
660.0,44.445364,-63.5142561,6828178.34
680.0,45.7250047,-63.478814400000005,6827965.45
700.0,47.004554899999995,-63.437783800000005,6827755.92
720.0,48.2840008,-63.39062870000001,6827549.95
740.0,49.5633274,-63.33674669999999,6827347.76
760.0,50.8425175,-63.27545789999999,6827149.57
780.0,52.121552099999995,-63.2059921,6826955.58
800.0,53.400409599999996,-63.127472499999996,6826765.98
820.0,54.679065599999994,-63.0388968,6826580.99
840.0,55.957492099999996,-62.93911349999999,6826400.79
860.0,57.235656899999995,-62.82679329999999,6826225.58
880.0,58.5135231,-62.7003929,6826055.53
900.0,59.7910475,-62.55811,6825890.83
920.0,61.0681795,-62.397826499999994,6825731.640000001
940.0,62.3448597,-62.21703629999999,6825578.140000001
960.0,63.621017099999996,-62.012752199999994,6825430.49
980.0,64.8965668,-61.78138440000001,6825288.84
1000.0,66.17140599999999,-61.5185812,6825153.34
1020.0,67.4454089,-61.2190162,6825024.140000001
1040.0,68.7184202,-60.8761001,6824901.38
1060.0,69.99024539999999,-60.48158509999999,6824785.18
1080.0,71.2606375,-60.0250114,6824675.68
1100.0,72.5292789,-59.492917899999995,6824572.98
1120.0,73.7957529,-58.867693900000006,6824477.21
1140.0,75.05950299999999,-58.125864199999995,6824388.46
1160.0,76.3197691,-57.235462600000005,6824306.84
1180.0,77.5754856,-56.1518801,6824232.45
1200.0,78.82511319999999,-54.8110743,6824165.350000001
1220.0,80.0663484,-53.1180131,6824105.63
1240.0,81.29559479999999,-50.9261286,6824053.36
1260.0,82.5069443,-47.998975,6824008.59
1280.0,83.6900756,-43.93513519999999,6823971.38
1300.0,84.8255906,-38.01600500000001,6823941.7700000005
1320.0,85.8739813,-28.907578400000006,6823919.8
1340.0,86.7498107,-14.270373000000006,6823905.49
1360.0,87.2808766,8.31457069999999,6823898.86
1380.0,87.2588791,35.418448100000006,6823899.91
1400.0,86.6948434,57.418347100000005,6823908.66
1420.0,85.8018379,71.55207300000001,6823925.09
1440.0,84.7449807,80.3621468,6823949.19
1460.0,83.60500139999999,86.11051789999999,6823980.93
1480.0,82.41931079999999,90.072183,6824020.28
1500.0,81.20638369999999,92.93470379999997,6824067.21
1520.0,79.97610639999999,95.08357769999998,6824121.66
1540.0,78.7341656,96.74675760000002,6824183.58
1560.0,77.48403689999999,98.06604279999999,6824252.91
1580.0,76.22795409999999,99.13365190000002,6824329.57
1600.0,74.9674138,100.01189260000001,6824413.48
1620.0,73.7034546,100.74426199999999,6824504.54
1640.0,72.4368191,101.36198910000002,6824602.67
1660.0,71.16805149999999,101.88804579999999,6824707.74
1680.0,69.89755989999999,102.33969030000003,6824819.65
1700.0,68.6256564,102.73013100000003,6824938.28
1720.0,67.3525831,103.0696428,6825063.48
1740.0,66.0785315,103.36633610000001,6825195.13
1760.0,64.8036545,103.62669599999998,6825333.09
1780.0,63.528076,103.8559692,6825477.22
1800.0,62.251897199999995,104.05844509999997,6825627.36
1820.0,60.975201999999996,104.23766460000002,6825783.36
1840.0,59.6980602,104.3965761,6825945.04
1860.0,58.420530799999995,104.53765450000003,6826112.24
1880.0,57.1426635,104.66299240000001,6826284.78
